pipeline	fitness	fit_time
simpleImputer('mean');robustScaler(False,True);adaBoost(decisionTree('squared_error',0,12,0.6479699172777137,6),41,0.7712637277544231,'SAMME.R')	eval_error (The 'max_depth' parameter of DecisionTreeRegressor must be an int in the range [1, inf) or None. Got 0 instead.)	eval_error (The 'max_depth' parameter of DecisionTreeRegressor must be an int in the range [1, inf) or None. Got 0 instead.)
simpleImputer('most_frequent');robustScaler(False,True);adaBoost(decisionTree('poisson',6,15,0.8248476476360221,16),44,0.4353968144233949,'SAMME')	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)
simpleImputer('most_frequent');robustScaler(True,False);adaBoost(decisionTree('poisson',26,5,0.20557956798191523,14),92,1.457438920825263,'SAMME.R')	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)
simpleImputer('median');robustScaler(False,False);decisionTree('friedman_mse',30,7,0.5206062873317038,17)	0.6666729531181013	2.83270001411438
simpleImputer('median');standardScaler();decisionTree('absolute_error',26,10,0.5786314349200581,19)	0.7157438368206496	3.0424442291259766
simpleImputer('median');minMaxScaler();kNN(48,'distance',1)	0.9193334775840303	2.8244199752807617
simpleImputer('median');robustScaler(True,True);decisionTree('friedman_mse',28,9,0.9588968160739335,11)	0.6570137371563265	2.8227012157440186
simpleImputer('median');robustScaler(False,False);adaBoost(decisionTree('friedman_mse',22,12,0.107765747287492,14),15,1.7696844140175778,'SAMME.R')	0.7803304992686246	3.2473936080932617
simpleImputer('median');robustScaler(False,False);extraTreesRegressor(33,'absolute_error','sqrt',12,15,True)	0.9076824864677866	3.3411099910736084
simpleImputer('mean');minMaxScaler();extraTreesRegressor(98,'squared_error','log2',8,17,True)	0.9338762272104265	4.058151483535767
simpleImputer('mean');maxAbsScaler();adaBoost(decisionTree('poisson',18,17,0.7699671927338335,11),68,1.121188452198604,'SAMME.R')	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)
simpleImputer('mean');robustScaler(True,True);decisionTree('squared_error',24,12,0.880131900108576,14)	0.6320370812848106	2.899329423904419
simpleImputer('most_frequent');robustScaler(True,False);kNN(2,'uniform',2)	1.061908543677859	4.500335693359375
simpleImputer('most_frequent');robustScaler(True,True);adaBoost(decisionTree('squared_error',27,7,0.06852133270379235,3),96,1.581008232928234,'SAMME')	0.7692932730666435	5.634282827377319
simpleImputer('most_frequent');minMaxScaler();adaBoost(decisionTree('friedman_mse',13,17,0.4774485204408965,7),46,0.43274672728672503,'SAMME.R')	0.543350041959617	6.5035624504089355
simpleImputer('median');robustScaler(False,True);adaBoost(decisionTree('friedman_mse',10,4,0.9222261045112223,12),21,0.8095466829997284,'SAMME.R')	0.5217013402118965	5.122593641281128
simpleImputer('mean');robustScaler(True,False);adaBoost(decisionTree('absolute_error',24,7,0.5393790301196257,17),10,0.9386629119211679,'SAMME')	0.6113234152462816	5.489607810974121
simpleImputer('mean');robustScaler(True,False);adaBoost(decisionTree('absolute_error',30,2,0.11534175185142759,9),32,0.9003085867667261,'SAMME')	0.7236024874889451	7.055424690246582
simpleImputer('median');robustScaler(False,True);adaBoost(decisionTree('poisson',24,12,0.9143304988974891,12),50,0.5849935861911617,'SAMME.R')	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)
simpleImputer('most_frequent');robustScaler(True,True);adaBoost(decisionTree('friedman_mse',4,8,0.3426698849290001,19),68,0.1804231984112905,'SAMME.R')	0.5794480563055289	7.475878715515137
simpleImputer('mean');robustScaler(True,True);adaBoost(decisionTree('poisson',20,10,0.459570499176731,1),69,1.6940960922794113,'SAMME.R')	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)
simpleImputer('mean');robustScaler(False,True);adaBoost(decisionTree('friedman_mse',14,5,0.2623533954523609,16),77,1.890723364406449,'SAMME')	0.6157498042582197	6.448080539703369
simpleImputer('mean');minMaxScaler();kNN(8,'uniform',2)	0.9616578869646837	4.9306817054748535
simpleImputer('most_frequent');maxAbsScaler();adaBoost(decisionTree('squared_error',13,16,0.6893711357847689,16),47,0.046534364286961574,'SAMME')	0.5411862181587539	7.75545597076416
simpleImputer('most_frequent');robustScaler(True,False);adaBoost(decisionTree('squared_error',9,4,0.3463635140956165,15),93,0.3352668122709491,'SAMME')	0.5607341613219947	9.620425701141357
simpleImputer('median');robustScaler(True,False);kNN(1,'distance',1)	1.2152774423246893	4.387953519821167
simpleImputer('median');robustScaler(False,False);adaBoost(decisionTree('poisson',5,16,0.3515469837719921,2),55,0.972527566849024,'SAMME')	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)
simpleImputer('most_frequent');robustScaler(False,False);adaBoost(decisionTree('squared_error',9,4,0.25068761481495494,7),84,0.716583531492476,'SAMME')	0.5699163045106972	10.05694317817688
simpleImputer('most_frequent');minMaxScaler();adaBoost(decisionTree('squared_error',7,15,0.2897830291566871,13),28,0.16632702473605862,'SAMME.R')	0.595752254474964	5.401491641998291
simpleImputer('mean');robustScaler(True,False);adaBoost(decisionTree('friedman_mse',9,5,0.47078087276178693,9),81,1.317549487504417,'SAMME.R')	0.5445855188602795	10.198825359344482
simpleImputer('most_frequent');maxAbsScaler();adaBoost(decisionTree('squared_error',30,6,0.5455902892055223,12),84,0.8431266290100057,'SAMME')	0.5270681799777528	10.178419589996338
simpleImputer('most_frequent');robustScaler(True,True);adaBoost(decisionTree('absolute_error',15,19,0.08802066882265647,7),74,1.8934782326666053,'SAMME.R')	0.7505283115738592	10.10086441040039
simpleImputer('mean');robustScaler(True,True);adaBoost(decisionTree('friedman_mse',15,8,0.2348613719301601,8),43,0.26498765286540754,'SAMME.R')	0.5970138517567015	5.991913795471191
simpleImputer('mean');standardScaler();linearRegression()	1.0642809822052766	11.81170105934143
simpleImputer('median');robustScaler(False,True);adaBoost(decisionTree('poisson',14,14,0.3756455338019876,18),27,1.0573691232286266,'SAMME')	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)
simpleImputer('most_frequent');maxAbsScaler();linearRegression()	1.0642809822052766	13.411978483200073
simpleImputer('mean');robustScaler(True,True);adaBoost(decisionTree('poisson',16,19,0.3096613281139966,12),71,0.8175082784452542,'SAMME.R')	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)
simpleImputer('median');robustScaler(True,False);adaBoost(decisionTree('poisson',15,14,0.24398443957843885,1),23,1.3569938504385015,'SAMME.R')	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)
simpleImputer('median');maxAbsScaler();linearRegression()	1.0642809822052766	13.600379228591919
simpleImputer('mean');robustScaler(True,True);adaBoost(decisionTree('friedman_mse',20,6,0.9198941246547542,20),97,0.6348594220619902,'SAMME.R')	0.5464272247428669	15.080125570297241
simpleImputer('median');maxAbsScaler();adaBoost(decisionTree('poisson',5,18,0.28026662318318707,8),83,0.16133106606639416,'SAMME')	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)
simpleImputer('median');robustScaler(True,False);adaBoost(decisionTree('friedman_mse',26,15,0.38947681266694123,19),99,0.03170629544334853,'SAMME')	0.569015565829436	11.925967693328857
simpleImputer('most_frequent');robustScaler(True,True);randomForest(14,'absolute_error',0.8269540696412222,6,12,False)	0.60286758279038	13.833197832107544
simpleImputer('median');standardScaler();randomForest(78,'squared_error','log2',6,20,True)	0.8733909416855337	6.071751832962036
simpleImputer('median');robustScaler(False,True);adaBoost(decisionTree('poisson',0,2,0.5294176468416506,9),78,1.9273421983431878,'SAMME.R')	eval_error (The 'max_depth' parameter of DecisionTreeRegressor must be an int in the range [1, inf) or None. Got 0 instead.)	eval_error (The 'max_depth' parameter of DecisionTreeRegressor must be an int in the range [1, inf) or None. Got 0 instead.)
simpleImputer('median');robustScaler(True,True);adaBoost(decisionTree('friedman_mse',8,16,0.2498064478821005,3),66,1.4341884358795842,'SAMME.R')	0.5974597317232998	6.094167709350586
