pipeline	fitness	fit_time
simpleImputer('mean');robustScaler(False,True);adaBoost(decisionTree('squared_error',0,12,0.6479699172777137,6),41,0.7712637277544231,'SAMME.R')	eval_error (The 'max_depth' parameter of DecisionTreeRegressor must be an int in the range [1, inf) or None. Got 0 instead.)	eval_error (The 'max_depth' parameter of DecisionTreeRegressor must be an int in the range [1, inf) or None. Got 0 instead.)
simpleImputer('mean');standardScaler();linearRegression()	0.8092477729647175	2.2102229595184326
simpleImputer('median');robustScaler(True,True);decisionTree('friedman_mse',28,9,0.9588968160739335,11)	0.6216062145318962	1.757533311843872
simpleImputer('median');standardScaler();decisionTree('absolute_error',26,10,0.5786314349200581,19)	0.7135252848179967	2.435983657836914
simpleImputer('median');robustScaler(False,False);decisionTree('friedman_mse',30,7,0.5206062873317038,17)	0.7274721578449703	2.3995413780212402
simpleImputer('most_frequent');robustScaler(True,False);adaBoost(decisionTree('poisson',26,5,0.20557956798191523,14),92,1.457438920825263,'SAMME.R')	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)
simpleImputer('most_frequent');robustScaler(False,True);adaBoost(decisionTree('poisson',6,15,0.8248476476360221,16),44,0.4353968144233949,'SAMME')	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)
simpleImputer('most_frequent');maxAbsScaler();linearRegression()	0.8092477729647177	2.3938395977020264
simpleImputer('median');minMaxScaler();kNN(48,'distance',1)	0.7981301550216298	2.218339204788208
simpleImputer('most_frequent');robustScaler(True,True);adaBoost(decisionTree('friedman_mse',4,8,0.3426698849290001,19),68,0.1804231984112905,'SAMME.R')	0.5357637479082182	2.7572741508483887
simpleImputer('mean');robustScaler(True,False);adaBoost(decisionTree('absolute_error',30,2,0.11534175185142759,9),32,0.9003085867667261,'SAMME')	0.6390167781428341	2.8649494647979736
simpleImputer('most_frequent');robustScaler(True,False);kNN(2,'uniform',2)	0.7813661914589641	2.0689499378204346
simpleImputer('median');robustScaler(False,False);extraTreesRegressor(33,'absolute_error','sqrt',12,15,True)	0.8824443520892095	2.7329375743865967
simpleImputer('median');robustScaler(False,False);adaBoost(decisionTree('friedman_mse',22,12,0.107765747287492,14),15,1.7696844140175778,'SAMME.R')	0.7131499040104743	2.323688507080078
simpleImputer('mean');robustScaler(True,False);adaBoost(decisionTree('absolute_error',24,7,0.5393790301196257,17),10,0.9386629119211679,'SAMME')	0.4766408036462829	2.0469980239868164
simpleImputer('median');maxAbsScaler();linearRegression()	0.8092477729647177	2.003213882446289
simpleImputer('median');robustScaler(False,True);adaBoost(decisionTree('friedman_mse',10,4,0.9222261045112223,12),21,0.8095466829997284,'SAMME.R')	0.44946930142369385	2.2916104793548584
simpleImputer('most_frequent');minMaxScaler();adaBoost(decisionTree('friedman_mse',13,17,0.4774485204408965,7),46,0.43274672728672503,'SAMME.R')	0.43448947918568404	3.5596797466278076
simpleImputer('mean');minMaxScaler();extraTreesRegressor(98,'squared_error','log2',8,17,True)	0.8818233127179539	3.8279852867126465
simpleImputer('mean');robustScaler(True,True);adaBoost(decisionTree('friedman_mse',20,6,0.9198941246547542,20),97,0.6348594220619902,'SAMME.R')	0.47894535482178424	3.7229106426239014
simpleImputer('most_frequent');maxAbsScaler();adaBoost(decisionTree('squared_error',13,16,0.6893711357847689,16),47,0.046534364286961574,'SAMME')	0.4888206482694736	3.2914602756500244
simpleImputer('mean');robustScaler(False,True);adaBoost(decisionTree('friedman_mse',14,5,0.2623533954523609,16),77,1.890723364406449,'SAMME')	0.5513749271479014	2.708108425140381
simpleImputer('mean');robustScaler(True,True);adaBoost(decisionTree('poisson',20,10,0.459570499176731,1),69,1.6940960922794113,'SAMME.R')	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)	eval_error (Some value(s) of y are negative which is not allowed for Poisson regression.)
simpleImputer('most_frequent');robustScaler(True,True);adaBoost(decisionTree('squared_error',27,7,0.06852133270379235,3),96,1.581008232928234,'SAMME')	0.5518070765877775	4.154899597167969
simpleImputer('mean');minMaxScaler();kNN(8,'uniform',2)	0.7897423723782921	2.033818006515503
