pipeline	fitness	fit_time
simpleImputer('mean');robustScaler(False,True);adaBoost(decisionTree('squared_error',0,12,0.6479699172777137,6),41,0.7712637277544231,'SAMME.R')	eval_error (The 'max_depth' parameter of DecisionTreeRegressor must be an int in the range [1, inf) or None. Got 0 instead.)	eval_error (The 'max_depth' parameter of DecisionTreeRegressor must be an int in the range [1, inf) or None. Got 0 instead.)
simpleImputer('median');standardScaler();decisionTree('absolute_error',26,10,0.5786314349200581,19)	5.1572415668919	2.220498561859131
simpleImputer('most_frequent');maxAbsScaler();linearRegression()	4.357161520324694	2.8272249698638916
simpleImputer('median');robustScaler(False,False);decisionTree('friedman_mse',30,7,0.5206062873317038,17)	5.460768117236894	2.799910545349121
simpleImputer('mean');robustScaler(True,False);adaBoost(decisionTree('absolute_error',30,2,0.11534175185142759,9),32,0.9003085867667261,'SAMME')	4.134066195698009	3.0327467918395996
simpleImputer('median');robustScaler(False,False);adaBoost(decisionTree('friedman_mse',22,12,0.107765747287492,14),15,1.7696844140175778,'SAMME.R')	3.399312894701808	2.4429967403411865
simpleImputer('most_frequent');minMaxScaler();adaBoost(decisionTree('friedman_mse',13,17,0.4774485204408965,7),46,0.43274672728672503,'SAMME.R')	3.0114931895854835	3.5963971614837646
simpleImputer('most_frequent');robustScaler(True,False);adaBoost(decisionTree('poisson',26,5,0.20557956798191523,14),92,1.457438920825263,'SAMME.R')	4.482742401592172	2.852327585220337
simpleImputer('median');robustScaler(True,True);decisionTree('friedman_mse',28,9,0.9588968160739335,11)	5.683002567192019	2.382205009460449
simpleImputer('mean');standardScaler();linearRegression()	4.357161520324679	3.704646348953247
simpleImputer('most_frequent');robustScaler(True,True);adaBoost(decisionTree('friedman_mse',4,8,0.3426698849290001,19),68,0.1804231984112905,'SAMME.R')	3.2399580438866997	3.646928071975708
simpleImputer('most_frequent');robustScaler(False,True);adaBoost(decisionTree('poisson',6,15,0.8248476476360221,16),44,0.4353968144233949,'SAMME')	3.09211243305054	3.845402240753174
simpleImputer('most_frequent');robustScaler(True,True);adaBoost(decisionTree('squared_error',27,7,0.06852133270379235,3),96,1.581008232928234,'SAMME')	3.7897530176168983	3.6337180137634277
simpleImputer('most_frequent');robustScaler(True,False);adaBoost(decisionTree('squared_error',9,4,0.3463635140956165,15),93,0.3352668122709491,'SAMME')	3.943085997273188	4.288769483566284
simpleImputer('mean');robustScaler(True,False);adaBoost(decisionTree('friedman_mse',9,5,0.47078087276178693,9),81,1.317549487504417,'SAMME.R')	3.3393203890609326	3.5857419967651367
simpleImputer('mean');robustScaler(False,True);adaBoost(decisionTree('friedman_mse',14,5,0.2623533954523609,16),77,1.890723364406449,'SAMME')	3.359482549990518	2.922290086746216
simpleImputer('most_frequent');robustScaler(True,True);adaBoost(decisionTree('absolute_error',15,19,0.08802066882265647,7),74,1.8934782326666053,'SAMME.R')	6.246542336983735	2.8634166717529297
simpleImputer('median');robustScaler(False,False);extraTreesRegressor(33,'absolute_error','sqrt',12,15,True)	5.1572415668919	3.0946543216705322
simpleImputer('median');minMaxScaler();kNN(48,'distance',1)	4.067494029368443	3.8298678398132324
simpleImputer('mean');robustScaler(True,False);adaBoost(decisionTree('absolute_error',24,7,0.5393790301196257,17),10,0.9386629119211679,'SAMME')	4.154277395688755	3.330214500427246
simpleImputer('most_frequent');robustScaler(False,False);adaBoost(decisionTree('squared_error',9,4,0.25068761481495494,7),84,0.716583531492476,'SAMME')	3.5815181658149298	4.38871169090271
simpleImputer('most_frequent');robustScaler(True,False);kNN(2,'uniform',2)	5.406570687666142	4.1894543170928955
simpleImputer('mean');minMaxScaler();extraTreesRegressor(98,'squared_error','log2',8,17,True)	5.288399331977651	4.863048553466797
simpleImputer('most_frequent');maxAbsScaler();adaBoost(decisionTree('squared_error',13,16,0.6893711357847689,16),47,0.046534364286961574,'SAMME')	3.797424549695163	4.95039176940918
simpleImputer('median');robustScaler(False,True);adaBoost(decisionTree('friedman_mse',10,4,0.9222261045112223,12),21,0.8095466829997284,'SAMME.R')	2.91986869247664	4.27996301651001
simpleImputer('mean');robustScaler(False,True);adaBoost(decisionTree('friedman_mse',7,10,0.8110742367826583,3),83,0.5607952621132445,'SAMME.R')	2.991163372086194	4.742894172668457
simpleImputer('median');maxAbsScaler();linearRegression()	4.357161520324694	4.615111351013184
simpleImputer('mean');robustScaler(True,True);adaBoost(decisionTree('friedman_mse',20,6,0.9198941246547542,20),97,0.6348594220619902,'SAMME.R')	3.0395760452506746	5.936917304992676
simpleImputer('most_frequent');robustScaler(True,True);randomForest(14,'absolute_error',0.8269540696412222,6,12,False)	5.155369348579315	2.9543240070343018
simpleImputer('mean');standardScaler();adaBoost(decisionTree('absolute_error',22,14,0.5860166631715906,11),48,0.434987540970189,'SAMME.R')	3.002505870744762	5.140839576721191
simpleImputer('mean');minMaxScaler();kNN(8,'uniform',2)	4.0490571353224105	3.8668150901794434
simpleImputer('mean');robustScaler(False,False);adaBoost(decisionTree('absolute_error',2,19,0.3875271170204968,12),58,0.5099912719100057,'SAMME')	3.3865123769512087	3.1851184368133545
simpleImputer('mean');robustScaler(True,True);decisionTree('squared_error',24,12,0.880131900108576,14)	5.561219969841008	3.773325204849243
